"last_recorded_age","birth_year","animal_id","datetime","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted"
9.0,2005.0,"A354597",5/2/14 12:16 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Maine Coon Mix","Brown Tabby","true"
11.0,2004.0,"A354725",8/26/15 11:51 AM,"200 East Martin Luther King Junior Boulevard in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Beagle","Black","false"
12.0,2003.0,"A355519",5/8/15 6:34 PM,"Far West Blvd And Hart Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Greyhound","Tan/White","false"
9.0,2005.0,"A355688",1/26/14 1:48 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Australian Shepherd/Chow Chow","Blue","true"
11.0,2004.0,"A355753",9/10/15 1:14 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Beagle Mix","Tricolor","false"
11.0,2004.0,"A355753",9/10/15 1:14 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Beagle Mix","Tricolor","true"
11.0,2004.0,"A355753",9/29/15 1:08 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Beagle Mix","Tricolor","false"
11.0,2004.0,"A355753",9/29/15 1:08 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Beagle Mix","Tricolor","true"
10.0,2004.0,"A357021",12/3/14 3:15 PM,"9903 Sausalito Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/Pit Bull","White","false"
12.0,2004.0,"A357444",3/11/16 3:43 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Dachshund","Red","false"
11.0,2005.0,"A357846",3/17/16 2:09 PM,"Pegram And Shoal Creek in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Great Pyrenees Mix","Black/White","false"
11.0,2004.0,"A358697",2/6/15 12:12 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown/White","false"
13.0,2002.0,"A358879",9/14/15 4:52 PM,"404 Ramble Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd","Brown/Black","false"
12.0,2002.0,"A362103",11/18/14 9:20 PM,"15909 Awalt in Travis (TX)","Stray","Normal","Dog","Neutered","Male","Cardigan Welsh Corgi Mix","Brown/White","false"
12.0,2004.0,"A362383",4/21/16 8:19 AM,"Hwy 360 /Barton Plaza in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Parson Russell Terrier Mix","Brown/White","false"
12.0,2004.0,"A362383",4/21/16 8:19 AM,"Hwy 360 /Barton Plaza in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Parson Russell Terrier Mix","Brown/White","false"
12.0,2004.0,"A362383",3/11/16 11:50 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Parson Russell Terrier Mix","Brown/White","false"
12.0,2004.0,"A362383",3/11/16 11:50 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Parson Russell Terrier Mix","Brown/White","false"
12.0,2005.0,"A362707",1/27/16 12:27 PM,"7207 A Tumble Weed Dr in Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Female","Labrador Retriever Mix","Black","false"
9.0,2005.0,"A362967",6/8/14 6:19 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","German Shepherd/Labrador Retriever","Tan/White","false"
10.0,2004.0,"A363653",11/17/14 5:39 PM,"Lyons And Linden in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Catahoula/Labrador Retriever","Blue Merle/White","false"
10.0,2004.0,"A363653",11/17/14 5:39 PM,"Lyons And Linden in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Catahoula/Labrador Retriever","Blue Merle/White","false"
10.0,2004.0,"A363653",3/23/14 11:02 AM,"Kay Street in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Catahoula/Labrador Retriever","Blue Merle/White","false"
10.0,2004.0,"A363653",3/23/14 11:02 AM,"Kay Street in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Catahoula/Labrador Retriever","Blue Merle/White","false"
11.0,2004.0,"A364429",9/28/15 4:26 PM,"1210 Barton Springs in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever/Alaskan Malamute","Black/Tan","false"
10.0,2004.0,"A365172",8/26/14 12:53 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Black/White","false"
16.0,2001.0,"A365302",1/8/17 4:34 PM,"2308 London in Travis (TX)","Stray","Aged","Dog","Neutered","Female","Border Collie Mix","Black/White","false"
11.0,2004.0,"A367012",9/16/15 9:06 AM,"12100 Fm 973 in Travis (TX)","Owner Surrender","Sick","Dog","Neutered","Male","German Shepherd Mix","Brown/Black","false"
16.0,1999.0,"A367438",9/10/15 4:01 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Brown/White","true"
10.0,2004.0,"A367747",10/19/14 2:49 PM,"5705 Thunderbird in Lago Vista (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false"
10.0,2004.0,"A368930",6/8/14 1:20 PM,"8324 Alum Rock Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Boston Terrier","Brown Brindle/White","false"
12.0,2004.0,"A370439",6/25/16 11:46 AM,"Stassney Ln And Ih 35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Poodle/Chihuahua Longhair","Chocolate","false"
11.0,2004.0,"A370507",10/27/14 2:43 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Blue/White","false"
9.0,2004.0,"A370852",11/3/13 3:04 PM,"Wm Cannon And I35 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Tan","false"
10.0,2005.0,"A371000",7/29/15 4:07 PM,"701 W Longspur in Austin (TX)","Public Assist","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Blue/White","true"
13.0,2002.0,"A371102",8/3/15 9:09 AM,"11328 Ashbrook in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Bullmastiff Mix","Black/White","false"
10.0,2005.0,"A371344",5/11/15 12:33 PM,"Guadalupe St & Delafield Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd/Border Collie","Black/Brown","false"
14.0,2002.0,"A371534",6/7/16 5:42 PM,"Shoal Creek Blvd And Hancock Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Parson Russell Terrier Mix","White/Black","false"
5.0,2009.0,"A373219",7/29/14 11:43 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby","false"
9.0,2005.0,"A373687",3/20/14 12:31 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Red/Black","true"
13.0,2002.0,"A375393",6/12/15 12:47 PM,"6219 Oakclaire Dr in Austin (TX)","Stray","Aged","Dog","Neutered","Male","German Shorthair Pointer","White/Liver","false"
11.0,2003.0,"A376322",2/18/14 12:24 PM,"3611 Brifal Path in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Brown","false"
9.0,2005.0,"A378348",1/25/14 2:38 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","German Shepherd Mix","Black/Brown","true"
9.0,2005.0,"A378348",1/25/14 2:38 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","German Shepherd Mix","Black/Brown","false"
10.0,2004.0,"A378348",12/12/13 11:07 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","German Shepherd Mix","Black/Brown","true"
10.0,2004.0,"A378348",12/12/13 11:07 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","German Shepherd Mix","Black/Brown","false"
10.0,2004.0,"A378353",8/2/14 11:23 AM,"Austin (TX)","Euthanasia Request","Aged","Dog","Intact","Female","Chihuahua Shorthair Mix","Tricolor","false"
10.0,2004.0,"A378818",7/5/14 7:13 AM,"I 35 & Slaughter Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Weimaraner Mix","Tan","false"
10.0,2003.0,"A379998",10/23/13 11:42 AM,"51St And Grover in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull","Black","false"
10.0,2006.0,"A380009",2/1/16 2:35 PM,"Lamplight Village Ave & Rodeo Dr. in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","American Eskimo","White","false"
9.0,2005.0,"A380320",2/3/14 12:41 PM,"Austin (TX)","Euthanasia Request","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Red","false"
12.0,2004.0,"A380506",1/22/16 5:13 PM,"Austin (TX)","Euthanasia Request","Normal","Dog","Neutered","Female","Pit Bull Mix","Red","false"
14.0,2000.0,"A381173",8/6/14 12:07 PM,"8500 Cornwall Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Brown/White","false"
11.0,2004.0,"A382192",3/13/15 1:14 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Intact","Male","Pekingese Mix","Tan/White","false"
10.0,2004.0,"A382251",11/8/14 4:14 PM,"2020 Kenwood Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Shetland Sheepdog Mix","Brown/White","false"
14.0,2000.0,"A383036",5/29/14 12:31 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Black","false"
12.0,2005.0,"A383964",2/5/17 12:27 PM,"Manor Road And Stafford Street in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever/Doberman Pinsch","Blue/Tan","false"
9.0,2005.0,"A384568",12/13/14 3:19 PM,"Viewpoint/Nuckols Crossing in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White","true"
10.0,2004.0,"A385442",1/11/14 3:15 PM,"11116 Middle Fiskville Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Cream/Tan","false"
10.0,2005.0,"A386005",9/25/15 6:17 PM,"Wagon Trl And Abilene Trl in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Australian Cattle Dog/Pit Bull","White/Black","false"
10.0,2005.0,"A386276",12/19/15 12:52 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Flame Point","true"
10.0,2005.0,"A386688",8/17/15 12:55 PM,"Austin (TX)","Owner Surrender","Aged","Dog","Neutered","Male","German Shepherd Mix","Brown/White","false"
9.0,2005.0,"A387083",2/1/14 6:36 PM,"12401 N Lamar in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false"
10.0,2004.0,"A387965",6/25/14 4:58 PM,"6508 Sierra Vista in Travis (TX)","Stray","Sick","Dog","Neutered","Female","Siberian Husky Mix","Black/White","false"
10.0,2005.0,"A388360",12/25/15 10:13 AM,"4909 Woodrow in Austin (TX)","Stray","Sick","Dog","Neutered","Male","Rhod Ridgeback/Labrador Retriever","Black","false"
12.0,2003.0,"A388691",11/27/15 3:59 PM,"14028 N 183 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Schnauzer Mix","Black/Gray","false"
9.0,2004.0,"A390222",12/8/13 5:04 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Jack Russell Terrier","White/Tan","true"
9.0,2004.0,"A390222",12/8/13 5:04 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Jack Russell Terrier","White/Tan","true"
9.0,2004.0,"A390222",12/4/13 6:24 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Jack Russell Terrier","White/Tan","true"
9.0,2004.0,"A390222",12/4/13 6:24 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Jack Russell Terrier","White/Tan","true"
11.0,2005.0,"A391512",4/6/16 3:53 PM,"6000 Tara Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull","Red/Brown","false"
11.0,2006.0,"A391858",3/16/17 4:53 PM,"2400 E Oltorf St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Cream","false"
14.0,2000.0,"A392027",1/31/14 1:46 PM,"Powell And Georgian in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Dachshund","Red","false"
8.0,2005.0,"A392075",11/20/13 1:09 PM,"4000 Clawson in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd/Siberian Husky","White/Cream","false"
10.0,2005.0,"A392615",7/26/15 11:39 AM,"Gaines Mill Ln And Manassas Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Dachshund/Parson Russell Terrier","Brown/White","false"
9.0,2006.0,"A394547",1/24/15 4:14 PM,"Rowe Loop And Rowe Ln in Pflugerville (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Chocolate/White","false"
11.0,2005.0,"A395451",12/27/15 5:42 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Labrador Retriever/Redbone Hound","Red","false"
13.0,2003.0,"A396810",8/22/16 4:13 PM,"5801 Ainez Dr in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Field Spaniel Mix","Black","false"
10.0,2005.0,"A399421",8/25/15 2:08 PM,"Shoal Creek Dr W And Treadwell Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pug","Tan/Black","false"
14.0,1999.0,"A399552",10/14/13 3:38 PM,"Austin (TX)","Stray","Normal","Dog","Neutered","Male","Rat Terrier Mix","Tricolor","false"
13.0,2003.0,"A400498",10/4/16 8:31 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","White/Brown","true"
16.0,1997.0,"A403564",11/18/13 5:03 PM,"Pinkney Ln/Londonshire Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Miniature Schnauzer Mix","Black/Gray","false"
8.0,2006.0,"A405494",5/16/14 2:17 PM,"8203 S 1St in Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Siberian Husky Mix","Black/Cream","false"
12.0,2004.0,"A406756",5/12/16 8:23 PM,"7001 E Meadow Bend in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Toy Poodle/Dachshund","White","false"
11.0,2005.0,"A407156",10/18/16 11:01 AM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Brown/White","false"
12.0,2002.0,"A408035",12/25/14 12:02 PM,"Ih35/ St Johns in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Pit Bull Mix","Brown Brindle","false"
11.0,2005.0,"A409637",4/2/16 11:36 AM,"Austin (TX)","Stray","Aged","Dog","Neutered","Male","Rat Terrier Mix","White/Black","false"
11.0,2005.0,"A410330",9/11/16 2:09 PM,"Del Valle (TX)","Owner Surrender","Sick","Dog","Intact","Female","Chihuahua Shorthair Mix","Brown/Tan","false"
13.0,2003.0,"A410668",11/19/15 1:41 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black","false"
9.0,2005.0,"A410684",6/21/14 12:25 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Calico","true"
9.0,2006.0,"A412173",7/28/15 6:17 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Manchester Terrier Mix","Tricolor","false"
12.0,2004.0,"A412626",3/13/16 11:17 AM,"8520 New Hampshire Blvd in Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Black/White","true"
10.0,2006.0,"A412697",1/3/16 4:25 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Parson Russell Terrier Mix","White/Brown","false"
10.0,2006.0,"A413789",4/19/16 1:28 PM,"5106 Village Square in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pomeranian Mix","Black/Brown","false"
9.0,2006.0,"A414198",1/29/15 3:01 PM,"Belford/Mullen in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Border Collie Mix","Black","false"
11.0,2005.0,"A414513",6/7/16 9:17 AM,"4606 S 1St in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Miniature Schnauzer","Black/White","false"
9.0,2006.0,"A415049",5/26/15 1:35 PM,"4020 Lost Oasis Hollow in Austin (TX)","Stray","Other","Dog","Neutered","Female","Catahoula Mix","Brown Merle/White","false"
10.0,2005.0,"A415589",5/28/15 7:11 AM,"5004 Allyson Ct in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Siberian Husky/Labrador Retriever","White/Tan","false"
12.0,2003.0,"A415823",8/16/15 12:21 PM,"9202 Kempler in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Tan","false"
12.0,2003.0,"A415823",8/16/15 12:21 PM,"9202 Kempler in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Tan","false"
12.0,2003.0,"A415823",10/26/15 11:49 AM,"9200 Queenswood Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Tan","false"
12.0,2003.0,"A415823",10/26/15 11:49 AM,"9200 Queenswood Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Tan","false"
11.0,2005.0,"A416128",8/16/16 5:04 PM,"W Parmer Ln & Avery Ranch Blvd in Austin (TX)","Stray","Aged","Dog","Neutered","Male","German Shepherd Mix","Black/Brown","false"
11.0,2005.0,"A416756",8/10/16 1:00 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pit Bull","Red/White","false"
10.0,2005.0,"A417622",7/9/15 5:38 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Miniature Pinscher","Black/Tan","false"
14.0,2000.0,"A417705",11/22/14 4:11 PM,"11605 Buckingham Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Shih Tzu","White/Black","false"
17.0,2006.0,"A417832",1/10/17 11:25 AM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black",
10.0,2006.0,"A418634",8/29/16 2:05 PM,"6001 W Parmer Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Collie Rough/Keeshond","Brown","false"
11.0,2003.0,"A419009",3/28/14 2:54 PM,"Dessau Rd And Braker Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Miniature Schnauzer","Black","false"
17.0,1998.0,"A419161",6/14/15 8:45 AM,"Lovell Dr. & Windy Brooks in Austin (TX)","Stray","Injured","Cat","Neutered","Male","American Shorthair Mix","White","false"
12.0,2004.0,"A419723",10/1/15 2:47 PM,"12403 Alderbrook Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull","Tan/White","false"
7.0,2006.0,"A419781",10/24/13 2:10 PM,"Westcreek And Cana Cv in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Red","false"
10.0,2006.0,"A420143",4/17/16 2:18 PM,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Black","false"
7.0,2006.0,"A420464",10/13/13 9:48 AM,"183 And Jollyville in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Labrador Retriever Mix","Black/White","false"
11.0,2004.0,"A421087",3/30/15 12:31 PM,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Shetland Sheepdog/Keeshond","White/Brown","false"
13.0,2000.0,"A422526",10/21/13 11:03 AM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pekingese","Yellow/Tan","false"
10.0,2006.0,"A423033",11/7/16 9:19 AM,"4700 Rue Le Fleur in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull","White/Black","false"
11.0,2005.0,"A423546",10/7/16 4:08 PM,"Austin (TX)","Owner Surrender","Aged","Dog","Neutered","Male","Border Collie Mix","Black/White","true"
8.0,2006.0,"A423701",1/5/14 2:02 PM,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Australian Cattle Dog/Labrador Retriever","White/Brown","false"
11.0,2005.0,"A424158",5/2/16 4:49 PM,"Crossing Place And Riverside in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tan/White","false"
10.0,2005.0,"A424158",5/2/16 4:49 PM,"Crossing Place And Riverside in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tan/White","false"
10.0,2006.0,"A424158",1/5/15 7:08 AM,"Crossing Place /Riverside Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tan/White","false"
9.0,2006.0,"A424158",1/5/15 7:08 AM,"Crossing Place /Riverside Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tan/White","false"
10.0,2006.0,"A427100",2/2/16 10:48 AM,"1916 Tillotson Ave in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Cardigan Welsh Corgi Mix","Tricolor","false"
10.0,2005.0,"A427442",8/19/15 10:54 AM,"1802 Cherry Orchid in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair","Tortie/Blue Cream","false"
9.0,2005.0,"A427782",4/9/14 10:35 AM,"Plains Valley Drive in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull","Tan/White","false"
13.0,2001.0,"A427808",7/11/14 4:31 PM,"7229 Apperson St in Del Valle (TX)","Stray","Normal","Dog","Neutered","Female","Golden Retriever/Border Collie","Yellow","false"
